Bluezone,,,,,ERANGEL,2U4GBNA0YmnNZYkzjkfgN4ev-hXSrak_BSey_YEG6kIuDG9fxFrrePqnqiM39pJO,2182,subzero3,2,579860.3,461319.6
AKM,Lepore24,6,407151.5,294720.4,ERANGEL,2U4GBNA0YmnNZYkzjkfgN4ev-hXSrak_BSey_YEG6kIuDG9fxFrrePqnqiM39pJO,383,PsychoticOtter,29,408966.5,294599.8
Down and Out,FetusMunch4000,15,536898.7,415637.8,ERANGEL,2U4GBNA0YmnNZYkzjkfgN4ev-hXSrak_BSey_YEG6kIuDG9fxFrrePqnqiM39pJO,1265,R1dd1ck913,17,537886.2,412993
AKM,ShuLanHou,3,616177,498602.8,ERANGEL,2U4GBNA0YmnNZYkzjkfgN4ev-hXSrak_BSey_YEG6kIuDG9fxFrrePqnqiM39pJO,1404,Killertofu1987,12,617458.6,496500.6
AKM,Reboke,6,408439.9,295238.5,ERANGEL,2U4GBNA0YmnNZYkzjkfgN4ev-hXSrak_BSey_YEG6kIuDG9fxFrrePqnqiM39pJO,402,Kenallai,29,409168.9,294319.5
Grenade,GucciManeDrain,34,338898.2,167872.1,ERANGEL,2U4GBNA0YmnNZYkzjkfgN4ev-hXSrak_BSey_YEG6kIuDG9fxFrrePqnqiM39pJO,181,GucciManeDrain,34,338898.2,167872.1
Down and Out,Dexter2003,10,552347.4,228355,ERANGEL,2U4GBNA0YmnNZYkzjkfgN4ev-hXSrak_BSey_YEG6kIuDG9fxFrrePqnqiM39pJO,558,CytricS,27,554896.6,228902.3
Bluezone,,,,,ERANGEL,2U4GBNA0YmnNZYkzjkfgN4ev-hXSrak_BSey_YEG6kIuDG9fxFrrePqnqiM39pJO,2182,Chogo82,2,578645.6,459563.1
Down and Out,ShuLanHou,3,616881.7,497522.9,ERANGEL,2U4GBNA0YmnNZYkzjkfgN4ev-hXSrak_BSey_YEG6kIuDG9fxFrrePqnqiM39pJO,1404,Sircool,12,617534.8,496267.5
Down and Out,LPL-buibuibui,8,198672.2,291698.1,ERANGEL,2U4GBNA0YmnNZYkzjkfgN4ev-hXSrak_BSey_YEG6kIuDG9fxFrrePqnqiM39pJO,306,Mstrshake01,32,198901.4,291768.9
Down and Out,XombieMarine,19,490969.8,366178.2,ERANGEL,2U4GBNA0YmnNZYkzjkfgN4ev-hXSrak_BSey_YEG6kIuDG9fxFrrePqnqiM39pJO,969,Cinnamon-_,21,490232.3,369365.8
UMP9,SlashTheSoviet,7,615356.4,434997.8,ERANGEL,2U4GBNA0YmnNZYkzjkfgN4ev-hXSrak_BSey_YEG6kIuDG9fxFrrePqnqiM39pJO,1574,FumaKT,9,614708.9,437656.2
AKM,FetusMunch4000,15,490158.1,360208.2,ERANGEL,2U4GBNA0YmnNZYkzjkfgN4ev-hXSrak_BSey_YEG6kIuDG9fxFrrePqnqiM39pJO,869,ron-n,24,486361.5,361774.8
S1897,sigbo,20,622233.2,367294.6,ERANGEL,2U4GBNA0YmnNZYkzjkfgN4ev-hXSrak_BSey_YEG6kIuDG9fxFrrePqnqiM39pJO,552,Linkraal,28,622580.1,367818
Down and Out,pretzelboss,14,626110.4,387026.6,ERANGEL,2U4GBNA0YmnNZYkzjkfgN4ev-hXSrak_BSey_YEG6kIuDG9fxFrrePqnqiM39pJO,1106,Ozon3r,18,627867.6,386602.3
Bluezone,,,,,ERANGEL,2U4GBNA0YmnNZYkzjkfgN4ev-hXSrak_BSey_YEG6kIuDG9fxFrrePqnqiM39pJO,886,dopefilipino,28,0,0
Bluezone,Cruz914,7,0,0,ERANGEL,2U4GBNA0YmnNZYkzjkfgN4ev-hXSrak_BSey_YEG6kIuDG9fxFrrePqnqiM39pJO,1751,Reboke,6,592108.4,455598.5
Down and Out,Ozon3r,18,627923.8,386524.1,ERANGEL,2U4GBNA0YmnNZYkzjkfgN4ev-hXSrak_BSey_YEG6kIuDG9fxFrrePqnqiM39pJO,1091,ThatsOneMadman,14,626878.4,386315.3
Down and Out,Linkraal,28,627918,365949.2,ERANGEL,2U4GBNA0YmnNZYkzjkfgN4ev-hXSrak_BSey_YEG6kIuDG9fxFrrePqnqiM39pJO,514,Jerryxp,20,620212.1,367006.2
Bluezone,,,,,ERANGEL,2U4GBNA0YmnNZYkzjkfgN4ev-hXSrak_BSey_YEG6kIuDG9fxFrrePqnqiM39pJO,1665,SlashTheSoviet,7,602125.7,449251.1
SCAR-L,SnuffIes,18,448765.8,300478.2,ERANGEL,2U4GBNA0YmnNZYkzjkfgN4ev-hXSrak_BSey_YEG6kIuDG9fxFrrePqnqiM39pJO,308,Appletoss,28,446275.7,303165.2
Kar98k,GeminiZZZ,11,617957.6,416250.4,ERANGEL,2U4GBNA0YmnNZYkzjkfgN4ev-hXSrak_BSey_YEG6kIuDG9fxFrrePqnqiM39pJO,1349,pretzelboss,14,610415.7,417632.3
UMP9,jackomino,21,490975.4,366993.3,ERANGEL,2U4GBNA0YmnNZYkzjkfgN4ev-hXSrak_BSey_YEG6kIuDG9fxFrrePqnqiM39pJO,969,XombieMarine,19,490925.9,366466.8
SCAR-L,pretzelboss,14,629661.1,388018.7,ERANGEL,2U4GBNA0YmnNZYkzjkfgN4ev-hXSrak_BSey_YEG6kIuDG9fxFrrePqnqiM39pJO,1106,SnuffIes,18,627884.9,388023.5
Down and Out,Cruz914,7,614219.5,435550.1,ERANGEL,2U4GBNA0YmnNZYkzjkfgN4ev-hXSrak_BSey_YEG6kIuDG9fxFrrePqnqiM39pJO,1574,Zaerki,9,614594.6,436518.7
Mini 14,MatthiasXIV,4,576534.6,461273.2,ERANGEL,2U4GBNA0YmnNZYkzjkfgN4ev-hXSrak_BSey_YEG6kIuDG9fxFrrePqnqiM39pJO,1877,Supertasks,,581043.5,457206.9
Down and Out,SlashTheSoviet,7,612069.1,427996.5,ERANGEL,2U4GBNA0YmnNZYkzjkfgN4ev-hXSrak_BSey_YEG6kIuDG9fxFrrePqnqiM39pJO,1538,GeminiZZZ,11,616348.4,432039.2
Down and Out,Hathawayxu,5,640525.9,471533.9,ERANGEL,2U4GBNA0YmnNZYkzjkfgN4ev-hXSrak_BSey_YEG6kIuDG9fxFrrePqnqiM39pJO,1282,ItsPickles,16,640905.9,471534.3
Down and Out,Supertasks,1,587727.3,450488,ERANGEL,2U4GBNA0YmnNZYkzjkfgN4ev-hXSrak_BSey_YEG6kIuDG9fxFrrePqnqiM39pJO,1570,Dexter2003,10,588944.1,449115.9
Down and Out,ShuLanHou,3,578848.1,463952.6,ERANGEL,2U4GBNA0YmnNZYkzjkfgN4ev-hXSrak_BSey_YEG6kIuDG9fxFrrePqnqiM39pJO,1940,MatthiasXIV,4,576304.6,462856.6
SCAR-L,TheLnofJake,30,686493.1,461821.5,ERANGEL,2U4GBNA0YmnNZYkzjkfgN4ev-hXSrak_BSey_YEG6kIuDG9fxFrrePqnqiM39pJO,122,Andjgm,36,685499.6,460615
S12K,hqh0808,28,623077.1,378751.8,ERANGEL,2U4GBNA0YmnNZYkzjkfgN4ev-hXSrak_BSey_YEG6kIuDG9fxFrrePqnqiM39pJO,293,KeyBoardSucker,31,623020.3,379016.8
Down and Out,HeJaDaShao,35,339572.3,164695.6,ERANGEL,2U4GBNA0YmnNZYkzjkfgN4ev-hXSrak_BSey_YEG6kIuDG9fxFrrePqnqiM39pJO,161,thebrewski,34,338078.6,167774.1
SKS,captainterrenc3,10,555344.1,226831,ERANGEL,2U4GBNA0YmnNZYkzjkfgN4ev-hXSrak_BSey_YEG6kIuDG9fxFrrePqnqiM39pJO,558,Chefraykwon,27,554697.2,226713.2
M16A4,Hathawayxu,5,640534.6,471643.9,ERANGEL,2U4GBNA0YmnNZYkzjkfgN4ev-hXSrak_BSey_YEG6kIuDG9fxFrrePqnqiM39pJO,1282,FullyWhipCrackin,16,640978.1,471490.5
M249,Cruz914,7,612608.4,428783.7,ERANGEL,2U4GBNA0YmnNZYkzjkfgN4ev-hXSrak_BSey_YEG6kIuDG9fxFrrePqnqiM39pJO,1538,AlexWho6,11,614114.2,435427.8
UMP9,zxczcx,5,586628.4,460162.8,ERANGEL,2U4GBNA0YmnNZYkzjkfgN4ev-hXSrak_BSey_YEG6kIuDG9fxFrrePqnqiM39pJO,1823,Lepore24,6,585429.6,457813.9
S686,GucciManeDrain,34,339739,167689.1,ERANGEL,2U4GBNA0YmnNZYkzjkfgN4ev-hXSrak_BSey_YEG6kIuDG9fxFrrePqnqiM39pJO,163,HeJaDaShao,35,338041.9,168179.2
Down and Out,FetusMunch4000,15,490266.3,359605.1,ERANGEL,2U4GBNA0YmnNZYkzjkfgN4ev-hXSrak_BSey_YEG6kIuDG9fxFrrePqnqiM39pJO,869,SoSpicy,24,488097.2,359187.2
AKM,Lepore24,6,587312.6,455565.5,ERANGEL,2U4GBNA0YmnNZYkzjkfgN4ev-hXSrak_BSey_YEG6kIuDG9fxFrrePqnqiM39pJO,1750,Cruz914,7,587959.1,454216.6
AKM,Supertasks,1,587647.2,450418.8,ERANGEL,2U4GBNA0YmnNZYkzjkfgN4ev-hXSrak_BSey_YEG6kIuDG9fxFrrePqnqiM39pJO,1570,captainterrenc3,10,589073.9,448844.3
Down and Out,SoSpicy,24,488097.2,359187.2,ERANGEL,2U4GBNA0YmnNZYkzjkfgN4ev-hXSrak_BSey_YEG6kIuDG9fxFrrePqnqiM39pJO,884,fetusmuncher4001,15,489275.3,357935.6
Down and Out,GucciManeDrain,34,339728.3,167610.6,ERANGEL,2U4GBNA0YmnNZYkzjkfgN4ev-hXSrak_BSey_YEG6kIuDG9fxFrrePqnqiM39pJO,163,LHErDui,35,339408.6,166813.4
Micro UZI,Jerryxp,20,619551.8,366910.2,ERANGEL,2U4GBNA0YmnNZYkzjkfgN4ev-hXSrak_BSey_YEG6kIuDG9fxFrrePqnqiM39pJO,474,Chumbe,28,621610.4,367467.3
SCAR-L,Hairless_Iguana,30,688194.1,462714.6,ERANGEL,2U4GBNA0YmnNZYkzjkfgN4ev-hXSrak_BSey_YEG6kIuDG9fxFrrePqnqiM39pJO,78,ConnorSiebs,36,686710.8,463913.3
M249,Cruz914,7,677060.9,396011.3,ERANGEL,2U4GBNA0YmnNZYkzjkfgN4ev-hXSrak_BSey_YEG6kIuDG9fxFrrePqnqiM39pJO,959,MingXiaoYa,22,681934.8,404706.2
S12K,hqh0808,28,622720.6,378576.1,ERANGEL,2U4GBNA0YmnNZYkzjkfgN4ev-hXSrak_BSey_YEG6kIuDG9fxFrrePqnqiM39pJO,336,JoeyGames123,31,623020.2,378539.8
AKM,ShuLanHou,3,580124.8,463543.8,ERANGEL,2U4GBNA0YmnNZYkzjkfgN4ev-hXSrak_BSey_YEG6kIuDG9fxFrrePqnqiM39pJO,1940,Ninjapex,4,579619,460654.6
Kar98k,Essaldun,19,497301.6,362635.1,ERANGEL,2U4GBNA0YmnNZYkzjkfgN4ev-hXSrak_BSey_YEG6kIuDG9fxFrrePqnqiM39pJO,969,jackomino,21,490975.4,366993.3
Down and Out,fetusmuncher4001,15,420210.1,324768.4,ERANGEL,2U4GBNA0YmnNZYkzjkfgN4ev-hXSrak_BSey_YEG6kIuDG9fxFrrePqnqiM39pJO,234,Riyyaaaaa,37,421600.3,324761.4
AKM,Maerkk,1,706583.9,452973,ERANGEL,2U4GBNA0YmnNZYkzjkfgN4ev-hXSrak_BSey_YEG6kIuDG9fxFrrePqnqiM39pJO,374,TheLnofJake,30,704187,455718.3
AKM,FetusMunch4000,15,536898.7,415637.8,ERANGEL,2U4GBNA0YmnNZYkzjkfgN4ev-hXSrak_BSey_YEG6kIuDG9fxFrrePqnqiM39pJO,1265,Emmylou89,17,538295.2,412968.5
Down and Out,Maerkk,1,581382.1,457168.2,ERANGEL,2U4GBNA0YmnNZYkzjkfgN4ev-hXSrak_BSey_YEG6kIuDG9fxFrrePqnqiM39pJO,1880,zxczcx,5,581524.8,459168.3
AKM,ShuLanHou,3,581195.8,484102.8,ERANGEL,2U4GBNA0YmnNZYkzjkfgN4ev-hXSrak_BSey_YEG6kIuDG9fxFrrePqnqiM39pJO,1660,LPL-buibuibui,8,582061.3,484529.7
S12K,Andjgm,36,685977,460029.9,ERANGEL,2U4GBNA0YmnNZYkzjkfgN4ev-hXSrak_BSey_YEG6kIuDG9fxFrrePqnqiM39pJO,106,ai_ni_de_fei,37,685311.4,460167.6
Bluezone,,,,,ERANGEL,2U4GBNA0YmnNZYkzjkfgN4ev-hXSrak_BSey_YEG6kIuDG9fxFrrePqnqiM39pJO,801,990906max,37,0,0
SCAR-L,Zaerki,9,622045.6,604850.9,ERANGEL,2U4GBNA0YmnNZYkzjkfgN4ev-hXSrak_BSey_YEG6kIuDG9fxFrrePqnqiM39pJO,198,sbahn87,33,624045.6,606660.3
Bluezone,,,,,ERANGEL,2U4GBNA0YmnNZYkzjkfgN4ev-hXSrak_BSey_YEG6kIuDG9fxFrrePqnqiM39pJO,801,CityOfStarYFQ,37,0,0
Mini 14,Maerkk,1,582626.4,459158.6,ERANGEL,2U4GBNA0YmnNZYkzjkfgN4ev-hXSrak_BSey_YEG6kIuDG9fxFrrePqnqiM39pJO,1880,Hathawayxu,5,583110.4,459777.2
Mini 14,LPL-buibuibui,8,582610.4,484574.9,ERANGEL,2U4GBNA0YmnNZYkzjkfgN4ev-hXSrak_BSey_YEG6kIuDG9fxFrrePqnqiM39pJO,1583,FIYMNBVCXZ,3,578890.1,486393.3
M416,Chogo82,2,547496.2,421920.1,ERANGEL,2U4GBNA0YmnNZYkzjkfgN4ev-hXSrak_BSey_YEG6kIuDG9fxFrrePqnqiM39pJO,1332,FetusMunch4000,15,546842.4,421299.2
Down and Out,SlashTheSoviet,7,684508.1,392825.2,ERANGEL,2U4GBNA0YmnNZYkzjkfgN4ev-hXSrak_BSey_YEG6kIuDG9fxFrrePqnqiM39pJO,959,LJLCC,22,682038.4,404317.9
M16A4,Maerkk,1,705001,454127.6,ERANGEL,2U4GBNA0YmnNZYkzjkfgN4ev-hXSrak_BSey_YEG6kIuDG9fxFrrePqnqiM39pJO,382,Hairless_Iguana,30,701974.8,453334.6
Bluezone,,,,,ERANGEL,2U4GBNA0YmnNZYkzjkfgN4ev-hXSrak_BSey_YEG6kIuDG9fxFrrePqnqiM39pJO,802,WangZhengWei666,37,0,0
AKM,ShuLanHou,3,579177.5,487610.8,ERANGEL,2U4GBNA0YmnNZYkzjkfgN4ev-hXSrak_BSey_YEG6kIuDG9fxFrrePqnqiM39pJO,1607,pananm55-,8,579862.3,487745
SCAR-L,KeyBoardSucker,31,623326.4,379178.9,ERANGEL,2U4GBNA0YmnNZYkzjkfgN4ev-hXSrak_BSey_YEG6kIuDG9fxFrrePqnqiM39pJO,179,ChinaLXCf,28,623279.5,379415.5
Bluezone,,,,,ERANGEL,2U4GBNA0YmnNZYkzjkfgN4ev-hXSrak_BSey_YEG6kIuDG9fxFrrePqnqiM39pJO,1350,hqh0808,28,0,0
S12K,subzero3,2,579130.4,461425.6,ERANGEL,2U4GBNA0YmnNZYkzjkfgN4ev-hXSrak_BSey_YEG6kIuDG9fxFrrePqnqiM39pJO,2010,ShuLanHou,3,580967.1,461041.7
S12K,Andjgm,36,686971.8,460090.5,ERANGEL,2U4GBNA0YmnNZYkzjkfgN4ev-hXSrak_BSey_YEG6kIuDG9fxFrrePqnqiM39pJO,100,YIiyzq-tT,37,686622.6,460732.7
Bluezone,,,,,ERANGEL,2U4GBNA0YmnXxPYMxq8uh3IZ_R74uPmFVfhHlxf6M3-PzRx-7ICrxPIahHemHE6H,1675,BoostGoose,5,755938.7,412437.4
Grenade,rescue_9,1,609425.1,400210.1,ERANGEL,2U4GBNA0YmnXxPYMxq8uh3IZ_R74uPmFVfhHlxf6M3-PzRx-7ICrxPIahHemHE6H,989,Atrocitas,15,611821.2,396232.7
Mini 14,K-Gream,44,421231.3,324051.4,ERANGEL,2U4GBNA0YmnXxPYMxq8uh3IZ_R74uPmFVfhHlxf6M3-PzRx-7ICrxPIahHemHE6H,94,atheral,50,421198.5,324310.4
Down and Out,wo520wxx,3,707330.4,425600.3,ERANGEL,2U4GBNA0YmnXxPYMxq8uh3IZ_R74uPmFVfhHlxf6M3-PzRx-7ICrxPIahHemHE6H,1640,Ormaz,6,712861.5,433696.7
M416,Xiaobiubiu7,13,713897.1,439566,ERANGEL,2U4GBNA0YmnXxPYMxq8uh3IZ_R74uPmFVfhHlxf6M3-PzRx-7ICrxPIahHemHE6H,477,Perazoune,29,713850.8,439157.5
SKS,wo520wxx,3,715076.9,423782.9,ERANGEL,2U4GBNA0YmnXxPYMxq8uh3IZ_R74uPmFVfhHlxf6M3-PzRx-7ICrxPIahHemHE6H,1645,Jaggeriscool,6,722724.8,427245.1
M416,DrakeGAC,24,440898.2,331022.5,ERANGEL,2U4GBNA0YmnXxPYMxq8uh3IZ_R74uPmFVfhHlxf6M3-PzRx-7ICrxPIahHemHE6H,484,Firehawk24k,30,442215.4,331642.8
M416,Xiaobiubiu7,13,714281.6,438808.5,ERANGEL,2U4GBNA0YmnXxPYMxq8uh3IZ_R74uPmFVfhHlxf6M3-PzRx-7ICrxPIahHemHE6H,485,Oskharabsheh,29,714504.1,433889.5
S1897,Su-Xiao-Yu,17,468640.2,369803.3,ERANGEL,2U4GBNA0YmnXxPYMxq8uh3IZ_R74uPmFVfhHlxf6M3-PzRx-7ICrxPIahHemHE6H,635,DrakeGAC,24,468910.3,370126.7
Micro UZI,iRJeEzZy13,42,419174.3,323507.6,ERANGEL,2U4GBNA0YmnXxPYMxq8uh3IZ_R74uPmFVfhHlxf6M3-PzRx-7ICrxPIahHemHE6H,223,Chocoheim-,44,418259.2,324070.8
Down and Out,shazhougongjin,1,600596.3,397216.4,ERANGEL,2U4GBNA0YmnXxPYMxq8uh3IZ_R74uPmFVfhHlxf6M3-PzRx-7ICrxPIahHemHE6H,989,Bolganone,15,614622.9,395658.6
M416,DrakeGAC,24,418662.6,324390.3,ERANGEL,2U4GBNA0YmnXxPYMxq8uh3IZ_R74uPmFVfhHlxf6M3-PzRx-7ICrxPIahHemHE6H,372,Lala_Tina,34,418837.9,325255
M416,Chocoheim-,44,417604,330459.9,ERANGEL,2U4GBNA0YmnXxPYMxq8uh3IZ_R74uPmFVfhHlxf6M3-PzRx-7ICrxPIahHemHE6H,135,ISucksAtThisGame,48,418504.2,329261.1
Bluezone,,,,,ERANGEL,2U4GBNA0YmnXxPYMxq8uh3IZ_R74uPmFVfhHlxf6M3-PzRx-7ICrxPIahHemHE6H,1097,HerpDerpingson,14,0,0
M24,2913shijiebuhuai,2,729731.8,419614.8,ERANGEL,2U4GBNA0YmnXxPYMxq8uh3IZ_R74uPmFVfhHlxf6M3-PzRx-7ICrxPIahHemHE6H,1763,Ganja_Monster,4,734226.1,417697.7
Hit by Car,lcesuspected,21,274855.9,265023.5,ERANGEL,2U4GBNA0YmnXxPYMxq8uh3IZ_R74uPmFVfhHlxf6M3-PzRx-7ICrxPIahHemHE6H,673,VisonLuniya,22,274602.7,265099.1
AKM,Jinsanpangiii,17,397817.1,352754.7,ERANGEL,2U4GBNA0YmnXxPYMxq8uh3IZ_R74uPmFVfhHlxf6M3-PzRx-7ICrxPIahHemHE6H,292,Goodmedeidei,,400003.6,352338.2
UMP9,SeanYLH99,2,695665.4,416448.9,ERANGEL,2U4GBNA0YmnXxPYMxq8uh3IZ_R74uPmFVfhHlxf6M3-PzRx-7ICrxPIahHemHE6H,1080,Xiaobiubiu7,13,696935.6,416509.9
Down and Out,cyberkeeper,41,180730,224440.7,ERANGEL,2U4GBNA0YmnXxPYMxq8uh3IZ_R74uPmFVfhHlxf6M3-PzRx-7ICrxPIahHemHE6H,262,Rshooter,16,180824.3,223911.4
M416,Littlebarura,8,210348.7,296542.3,ERANGEL,2U4GBNA0YmnXxPYMxq8uh3IZ_R74uPmFVfhHlxf6M3-PzRx-7ICrxPIahHemHE6H,597,Mag1cQ,23,202952,288115.1
Down and Out,,,,,ERANGEL,2U4GBNA0YmnXxPYMxq8uh3IZ_R74uPmFVfhHlxf6M3-PzRx-7ICrxPIahHemHE6H,1097,Rawjur,14,0,0
M416,ChinessTea,8,213799.5,284012.7,ERANGEL,2U4GBNA0YmnXxPYMxq8uh3IZ_R74uPmFVfhHlxf6M3-PzRx-7ICrxPIahHemHE6H,406,DAMINGZAIXIAN,33,213911.1,285007.1
S686,qsrh_haifeng,9,207209.7,225765.8,ERANGEL,2U4GBNA0YmnXxPYMxq8uh3IZ_R74uPmFVfhHlxf6M3-PzRx-7ICrxPIahHemHE6H,296,freshnoob-samson,36,207093.1,225827.2
M416,jizai123,3,704713.9,436864.3,ERANGEL,2U4GBNA0YmnXxPYMxq8uh3IZ_R74uPmFVfhHlxf6M3-PzRx-7ICrxPIahHemHE6H,1202,Ferrystyle,12,704095.6,437010
RedZone,,,,,ERANGEL,2U4GBNA0YmnXxPYMxq8uh3IZ_R74uPmFVfhHlxf6M3-PzRx-7ICrxPIahHemHE6H,974,E-SportCupid,16,241632,259603.3
Punch,waitat361,34,418709,325678.1,ERANGEL,2U4GBNA0YmnXxPYMxq8uh3IZ_R74uPmFVfhHlxf6M3-PzRx-7ICrxPIahHemHE6H,127,Brumlin,24,418683.8,325602.3
M16A4,E-SportCupid,16,207133.9,241673,ERANGEL,2U4GBNA0YmnXxPYMxq8uh3IZ_R74uPmFVfhHlxf6M3-PzRx-7ICrxPIahHemHE6H,780,CandC,19,214658.7,251238.9
M416,DrakeGAC,24,418629.2,324936.4,ERANGEL,2U4GBNA0YmnXxPYMxq8uh3IZ_R74uPmFVfhHlxf6M3-PzRx-7ICrxPIahHemHE6H,134,waitat361,34,418624.9,325468.8
UMP9,QianGe5201314,31,445610.2,331404.5,ERANGEL,2U4GBNA0YmnXxPYMxq8uh3IZ_R74uPmFVfhHlxf6M3-PzRx-7ICrxPIahHemHE6H,434,MasterJariah,30,442349.8,331672.7
Down and Out,Brumlin,24,418965.7,324781.2,ERANGEL,2U4GBNA0YmnXxPYMxq8uh3IZ_R74uPmFVfhHlxf6M3-PzRx-7ICrxPIahHemHE6H,94,Freestyle_Josh,50,419005.3,324898.8
M16A4,qsrh_haifeng,9,206432.2,227351.7,ERANGEL,2U4GBNA0YmnXxPYMxq8uh3IZ_R74uPmFVfhHlxf6M3-PzRx-7ICrxPIahHemHE6H,278,MozzieChang,36,206335.8,227491.3
Bluezone,Ormaz,6,713380,433858.8,ERANGEL,2U4GBNA0YmnXxPYMxq8uh3IZ_R74uPmFVfhHlxf6M3-PzRx-7ICrxPIahHemHE6H,1632,jizai123,3,708688.9,428773.7
Punch,fanjj,43,704028.4,343183.1,ERANGEL,2U4GBNA0YmnXxPYMxq8uh3IZ_R74uPmFVfhHlxf6M3-PzRx-7ICrxPIahHemHE6H,192,Michael_Qhr,39,704105.7,343102.5
UMP9,SeanYLH99,2,698782.7,416362.1,ERANGEL,2U4GBNA0YmnXxPYMxq8uh3IZ_R74uPmFVfhHlxf6M3-PzRx-7ICrxPIahHemHE6H,1199,xingjilanai,13,699303.8,415773.1
P1911,E-SportCupid,16,180205.6,224472.6,ERANGEL,2U4GBNA0YmnXxPYMxq8uh3IZ_R74uPmFVfhHlxf6M3-PzRx-7ICrxPIahHemHE6H,271,cyberkeeper,41,180708.7,224390.4
M416,Atrocitas,15,606212.4,372052.9,ERANGEL,2U4GBNA0YmnXxPYMxq8uh3IZ_R74uPmFVfhHlxf6M3-PzRx-7ICrxPIahHemHE6H,561,demisoda1,25,606477.1,369318.3
UMP9,XIAOJQUE,28,401804.8,301004.6,ERANGEL,2U4GBNA0YmnXxPYMxq8uh3IZ_R74uPmFVfhHlxf6M3-PzRx-7ICrxPIahHemHE6H,440,lvhaowurenxing,32,400993.6,300681
M16A4,waitat361,34,422332.2,324611.8,ERANGEL,2U4GBNA0YmnXxPYMxq8uh3IZ_R74uPmFVfhHlxf6M3-PzRx-7ICrxPIahHemHE6H,108,K-Gream,44,421456.4,324867.2
S686,DrakeGAC,24,418720,323660.9,ERANGEL,2U4GBNA0YmnXxPYMxq8uh3IZ_R74uPmFVfhHlxf6M3-PzRx-7ICrxPIahHemHE6H,259,iRJeEzZy13,42,419619.9,323896.1
P1911,Chocoheim-,44,418061.9,329272.6,ERANGEL,2U4GBNA0YmnXxPYMxq8uh3IZ_R74uPmFVfhHlxf6M3-PzRx-7ICrxPIahHemHE6H,109,TrongX,48,417993.2,328785.8
SKS,Littlebarura,8,215683.9,271735.3,ERANGEL,2U4GBNA0YmnXxPYMxq8uh3IZ_R74uPmFVfhHlxf6M3-PzRx-7ICrxPIahHemHE6H,277,Giusepp3,40,215685.7,276861.9
M416,rescue_9,1,725624.3,410647.9,ERANGEL,2U4GBNA0YmnXxPYMxq8uh3IZ_R74uPmFVfhHlxf6M3-PzRx-7ICrxPIahHemHE6H,1882,wo520wxx,3,726375.7,410324.7
Down and Out,DrakeGAC,24,418929.8,324273.8,ERANGEL,2U4GBNA0YmnXxPYMxq8uh3IZ_R74uPmFVfhHlxf6M3-PzRx-7ICrxPIahHemHE6H,259,ratkingswatter,42,419488.4,324021.4
M16A4,qsrh_haifeng,9,275208.9,264331,ERANGEL,2U4GBNA0YmnXxPYMxq8uh3IZ_R74uPmFVfhHlxf6M3-PzRx-7ICrxPIahHemHE6H,579,1364565657,26,274620.7,265515.1
Grenade,jizai123,3,473077.6,474904.5,ERANGEL,2U4GBNA0YmnXxPYMxq8uh3IZ_R74uPmFVfhHlxf6M3-PzRx-7ICrxPIahHemHE6H,923,GOD-BATTL,18,475127.3,478444.3
M16A4,2913shijiebuhuai,2,731062.3,414275.2,ERANGEL,2U4GBNA0YmnXxPYMxq8uh3IZ_R74uPmFVfhHlxf6M3-PzRx-7ICrxPIahHemHE6H,1942,shazhougongjin,,731463.1,413220.6
S1897,Littlebarura,8,199037,274576.8,ERANGEL,2U4GBNA0YmnXxPYMxq8uh3IZ_R74uPmFVfhHlxf6M3-PzRx-7ICrxPIahHemHE6H,180,SYCBB,33,204117.8,271566.4
Down and Out,jizai123,3,704662.7,436825.5,ERANGEL,2U4GBNA0YmnXxPYMxq8uh3IZ_R74uPmFVfhHlxf6M3-PzRx-7ICrxPIahHemHE6H,1521,robert1111,7,704098.8,437006.6
M416,ChinessTea,8,274421.2,265571.5,ERANGEL,2U4GBNA0YmnXxPYMxq8uh3IZ_R74uPmFVfhHlxf6M3-PzRx-7ICrxPIahHemHE6H,736,lcesuspected,21,274969.5,265325.5
Bluezone,,,,,ERANGEL,2U4GBNA0YmnXxPYMxq8uh3IZ_R74uPmFVfhHlxf6M3-PzRx-7ICrxPIahHemHE6H,791,ETC777,21,306363.8,283404
Micro UZI,tongbaba350,39,704318.6,343896,ERANGEL,2U4GBNA0YmnXxPYMxq8uh3IZ_R74uPmFVfhHlxf6M3-PzRx-7ICrxPIahHemHE6H,229,fanjj,43,703563.2,343215.2
M416,DrakeGAC,24,469170.1,369863.2,ERANGEL,2U4GBNA0YmnXxPYMxq8uh3IZ_R74uPmFVfhHlxf6M3-PzRx-7ICrxPIahHemHE6H,628,Jinsanpangiii,17,469133.2,370256.4
S1897,Rshooter,16,181050,225053,ERANGEL,2U4GBNA0YmnXxPYMxq8uh3IZ_R74uPmFVfhHlxf6M3-PzRx-7ICrxPIahHemHE6H,177,Simba2489,41,181289.3,225129.5
S686,Lee-ao,22,152872.2,315569.2,ERANGEL,2U4GBNA0YmnXxPYMxq8uh3IZ_R74uPmFVfhHlxf6M3-PzRx-7ICrxPIahHemHE6H,97,jonissaucin,47,152847.6,315264.5
Bluezone,,,,,ERANGEL,2U4GBNA0YmnXxPYMxq8uh3IZ_R74uPmFVfhHlxf6M3-PzRx-7ICrxPIahHemHE6H,1377,HuYaqingfeng,47,0,0
